Reaction,Metabolites,Compartment,Stoichiometry
ACOAD16f,phxacoa,Cytosol,-1.0
ACOAD17f,fad,Cytosol,-1.0
ACOAD17f,fadh2,Cytosol,1.0
ACOAD17f,ppt2coa,Cytosol,1.0
ACOAD17f,pptcoa,Cytosol,-1.0
ACOAD18f,fad,Cytosol,-1.0
ACOAD18f,fadh2,Cytosol,1.0
ACOAD18f,pb2coa,Cytosol,1.0
ACOAD18f,pbcoa,Cytosol,-1.0
ACOAD19f,cinmcoa,Cytosol,1.0
ACOAD19f,fad,Cytosol,-1.0
ACOAD19f,fadh2,Cytosol,1.0
ACOAD19f,phppcoa,Cytosol,-1.0
ACOAD1f,b2coa,Cytosol,1.0
ACOAD1f,btcoa,Cytosol,-1.0
ACOAD1f,fad,Cytosol,-1.0
ACOAD1f,fadh2,Cytosol,1.0
ACOAD20f,6ath2coa,Cytosol,1.0
ACOAD20f,6athcoa,Cytosol,-1.0
ACOAD20f,fad,Cytosol,-1.0
ACOAD20f,fadh2,Cytosol,1.0
ACOAD21f,4atb2coa,Cytosol,1.0
ACOAD21f,4atbcoa,Cytosol,-1.0
ACOAD21f,fad,Cytosol,-1.0
ACOAD21f,fadh2,Cytosol,1.0
ACOAD22f,fad,Cytosol,-1.0
ACOAD22f,fadh2,Cytosol,1.0
ACOAD22f,vacc2coa,Cytosol,1.0
ACOAD22f,vacccoa,Cytosol,-1.0
ACOAD23f,fad,Cytosol,-1.0
ACOAD23f,fadh2,Cytosol,1.0
ACOAD23f,hd2coa,Cytosol,1.0
ACOAD23f,hdcoa,Cytosol,-1.0
ACOAD24f,fad,Cytosol,-1.0
ACOAD24f,fadh2,Cytosol,1.0
ACOAD24f,tde2coa,Cytosol,1.0
ACOAD24f,tdecoa,Cytosol,-1.0
ACOAD25f,dde2coa,Cytosol,1.0
ACOAD25f,ddecoa,Cytosol,-1.0
ACOAD25f,fad,Cytosol,-1.0
ACOAD25f,fadh2,Cytosol,1.0
ACOAD26f,fad,Cytosol,-1.0
ACOAD26f,fadh2,Cytosol,1.0
ACOAD26f,ode2coa,Cytosol,1.0
ACOAD26f,odecoa,Cytosol,-1.0
ACOAD27f,fad,Cytosol,-1.0
ACOAD27f,fadh2,Cytosol,1.0
ACOAD27f,hdd7_2_coa,Cytosol,1.0
ACOAD27f,hdd7coa,Cytosol,-1.0
ACOAD28f,fad,Cytosol,-1.0
ACOAD28f,fadh2,Cytosol,1.0
ACOAD28f,tded5_2_coa,Cytosol,1.0
ACOAD28f,tded5coa,Cytosol,-1.0
ACOAD29f,fad,Cytosol,-1.0
ACOAD29f,fadh2,Cytosol,1.0
ACOAD29f,ptsla2coa,Cytosol,1.0
ACOAD29f,ptslacoa,Cytosol,-1.0
ACOAD2f,fad,Cytosol,-1.0
ACOAD2f,fadh2,Cytosol,1.0
ACOAD2f,hx2coa,Cytosol,1.0
ACOAD2f,hxcoa,Cytosol,-1.0
ACOAD30f,fad,Cytosol,-1.0
ACOAD30f,fadh2,Cytosol,1.0
ACOAD30f,hdd4_2_coa,Cytosol,1.0
ACOAD30f,hdd4coa,Cytosol,-1.0
ACTD2,acald,Cytosol,1.0
ACTD2,accoa,Cytosol,1.0
ACTD2,actn__R,Cytosol,-1.0
ACTD2,coa,Cytosol,-1.0
ACTD2,h,Cytosol,1.0
ACTD2,nad,Cytosol,-1.0
ACTD2,nadh,Cytosol,1.0
ACTNtex,actn__R,Extra-organism,-1.0
ACTNtex,actn__R,Periplasm,1.0
ACTNtpp,actn__R,Cytosol,1.0
ACTNtpp,actn__R,Periplasm,-1.0
ACTNtpp,h,Cytosol,1.0
ACTNtpp,h,Periplasm,-1.0
ACt2rpp,ac,Cytosol,1.0
ACt2rpp,ac,Periplasm,-1.0
ACt2rpp,h,Cytosol,1.0
ACt2rpp,h,Periplasm,-1.0
ACt4pp,ac,Cytosol,1.0
ACt4pp,ac,Periplasm,-1.0
ACt4pp,na1,Cytosol,1.0
ACt4pp,na1,Periplasm,-1.0
ACt5pp,ac,Cytosol,1.0
ACt5pp,ac,Periplasm,-1.0
ACt5pp,h,Cytosol,2.0
ACt5pp,h,Periplasm,-2.0
ACtex,ac,Extra-organism,-1.0
ACtex,ac,Periplasm,1.0
ADA,adn,Cytosol,-1.0
ADA,h2o,Cytosol,-1.0
ADA,h,Cytosol,-1.0
ADA,ins,Cytosol,1.0
ADA,nh4,Cytosol,1.0
ADCL,4abz,Cytosol,1.0
ADCL,4adcho,Cytosol,-1.0
ADCL,h,Cytosol,1.0
ADCL,pyr,Cytosol,1.0
ADCPS1,adcobhex,Cytosol,-1.0
ADCPS1,adocbi,Cytosol,1.0
ADCPS1,adp,Cytosol,1.0
ADCPS1,appl,Cytosol,-1.0
ADCPS1,atp,Cytosol,-1.0
ADCPS1,h,Cytosol,1.0
ADCPS1,pi,Cytosol,1.0
ADCPS2,adcobhex,Cytosol,-1.0
ADCPS2,adocbip,Cytosol,1.0
ADCPS2,adp,Cytosol,1.0
ADCPS2,applp,Cytosol,-1.0
ADCPS2,atp,Cytosol,-1.0
ADCPS2,h,Cytosol,1.0
ADCPS2,pi,Cytosol,1.0
ADCS,4adcho,Cytosol,1.0
ADCS,chor,Cytosol,-1.0
ADCS,gln__L,Cytosol,-1.0
ADCS,glu__L,Cytosol,1.0
ADCYRS,adcobdam,Cytosol,-1.0
ADCYRS,adcobhex,Cytosol,1.0
ADCYRS,adp,Cytosol,4.0
ADCYRS,atp,Cytosol,-4.0
ADCYRS,gln__L,Cytosol,-4.0
ADCYRS,glu__L,Cytosol,4.0
ADCYRS,h2o,Cytosol,-4.0
ADCYRS,h,Cytosol,4.0
ADCYRS,pi,Cytosol,4.0
ADEt2rpp,ade,Cytosol,1.0
ADEt2rpp,ade,Periplasm,-1.0
ADEt2rpp,h,Cytosol,1.0
ADEt2rpp,h,Periplasm,-1.0
ADEtex,ade,Extra-organism,-1.0
ADEtex,ade,Periplasm,1.0
ADK1,adp,Cytosol,2.0
ADK1,amp,Cytosol,-1.0
ADK1,atp,Cytosol,-1.0
ADK3,adp,Cytosol,1.0
ADK3,amp,Cytosol,-1.0
ADK3,gdp,Cytosol,1.0
ADK3,gtp,Cytosol,-1.0
ADK4,adp,Cytosol,1.0
ADK4,amp,Cytosol,-1.0
ADK4,idp,Cytosol,1.0
ADK4,itp,Cytosol,-1.0
ADNCYC,atp,Cytosol,-1.0
ADNCYC,camp,Cytosol,1.0
ADNCYC,ppi,Cytosol,1.0
ADNK1,adn,Cytosol,-1.0
ADNK1,adp,Cytosol,1.0
ADNK1,amp,Cytosol,1.0
ADNK1,atp,Cytosol,-1.0
ADNK1,h,Cytosol,1.0
ADNUC,ade,Cytosol,1.0
ADNUC,adn,Cytosol,-1.0
ADNUC,h2o,Cytosol,-1.0
ADNUC,rib__D,Cytosol,1.0
ADNtex,adn,Extra-organism,-1.0
ADNtex,adn,Periplasm,1.0
ADOCBIK,adocbi,Cytosol,-1.0
ADOCBIK,adocbip,Cytosol,1.0
ADOCBIK,adp,Cytosol,1.0
ADOCBIK,atp,Cytosol,-1.0
ADOCBIK,h,Cytosol,1.0
ADOCBLS,adocbl,Cytosol,1.0
ADOCBLS,agdpcbi,Cytosol,-1.0
ADOCBLS,gmp,Cytosol,1.0
ADOCBLS,h,Cytosol,1.0
ADOCBLS,rdmbzi,Cytosol,-1.0
ADOCBLabcpp,adocbl,Cytosol,1.0
ADOCBLabcpp,adocbl,Periplasm,-1.0
ADOCBLabcpp,adp,Cytosol,1.0
ADOCBLabcpp,atp,Cytosol,-1.0
ADOCBLabcpp,h2o,Cytosol,-1.0
ADOCBLabcpp,h,Cytosol,1.0
ADOCBLabcpp,pi,Cytosol,1.0
ADOCBLtonex,adocbl,Extra-organism,-1.0
ADOCBLtonex,adocbl,Periplasm,1.0
ADOCBLtonex,h,Cytosol,1.0
ADOCBLtonex,h,Periplasm,-1.0
ADPRDP,adprib,Cytosol,-1.0
ADPRDP,amp,Cytosol,1.0
ADPRDP,h2o,Cytosol,-1.0
ADPRDP,h,Cytosol,2.0
ADPRDP,r5p,Cytosol,1.0
ADPT,ade,Cytosol,-1.0
ADPT,amp,Cytosol,1.0
ADPT,ppi,Cytosol,1.0
ADPT,prpp,Cytosol,-1.0
ADSELK,3padsel,Cytosol,1.0
ADSELK,adp,Cytosol,1.0
ADSELK,adsel,Cytosol,-1.0
ADSELK,atp,Cytosol,-1.0
ADSELK,h,Cytosol,1.0
ADSELR,3padsel,Cytosol,-1.0
ADSELR,h,Cytosol,2.0
ADSELR,pap,Cytosol,1.0
ADSELR,slnt,Cytosol,1.0
ADSELR,G1G01-5565-MONOMER_mod_Oxidized,Cytosol,1.0
ADSELR,G1G01-5565-MONOMER,Cytosol,-1.0
ADSELR2,3padsel,Cytosol,-1.0
ADSELR2,curate,Cytosol,1.0
ADSELR2,curate,Cytosol,-1.0
ADSELR2,h,Cytosol,2.0
ADSELR2,pap,Cytosol,1.0
ADSELR2,slnt,Cytosol,1.0
ADSK,adp,Cytosol,1.0
ADSK,aps,Cytosol,-1.0
ADSK,atp,Cytosol,-1.0
ADSK,h,Cytosol,1.0
ADSK,paps,Cytosol,1.0
ADSL1r,amp,Cytosol,1.0
ADSL1r,dcamp,Cytosol,-1.0
ADSL1r,fum,Cytosol,1.0
ADSL2r,25aics,Cytosol,-1.0
ADSL2r,aicar,Cytosol,1.0
ADSL2r,fum,Cytosol,1.0
ADSS,asp__L,Cytosol,-1.0
ADSS,dcamp,Cytosol,1.0
ADSS,gdp,Cytosol,1.0
ADSS,gtp,Cytosol,-1.0
ADSS,h,Cytosol,2.0
ADSS,imp,Cytosol,-1.0
ADSS,pi,Cytosol,1.0
AEPabcpp,2ameph,Cytosol,1.0
AEPabcpp,2ameph,Periplasm,-1.0
AEPabcpp,adp,Cytosol,1.0
AEPabcpp,atp,Cytosol,-1.0
AEPabcpp,h2o,Cytosol,-1.0
AEPabcpp,h,Cytosol,1.0
AEPabcpp,pi,Cytosol,1.0
AEPTA,2ameph,Cytosol,-1.0
AEPTA,ala__L,Cytosol,1.0
AEPTA,pald,Cytosol,1.0
AEPTA,pyr,Cytosol,-1.0
AEPtex,2ameph,Extra-organism,-1.0
AEPtex,2ameph,Periplasm,1.0
AGM3PA,LalaDgluMdap,Cytosol,1.0
AGM3PA,anhgm3p,Cytosol,-1.0
AGM3PA,anhgm,Cytosol,1.0
AGM3PA,h2o,Cytosol,-1.0
AGM3PApp,LalaDgluMdap,Periplasm,1.0
AGM3PApp,anhgm3p,Periplasm,-1.0
AGM3PApp,anhgm,Periplasm,1.0
AGM3PApp,h2o,Periplasm,-1.0
AGM3PH,acgam,Cytosol,1.0
AGM3PH,anhgm3p,Cytosol,-1.0
AGM3PH,anhm3p,Cytosol,1.0
AGM3PH,h2o,Cytosol,-1.0
AGM3Pt2pp,anhgm3p,Cytosol,1.0
AGM3Pt2pp,anhgm3p,Periplasm,-1.0
AGM3Pt2pp,h,Cytosol,1.0
AGM3Pt2pp,h,Periplasm,-1.0
AGM4PA,LalaDgluMdapDala,Cytosol,1.0
AGM4PA,anhgm4p,Cytosol,-1.0
AGM4PA,anhgm,Cytosol,1.0
AGM4PA,h2o,Cytosol,-1.0
AGM4PApp,LalaDgluMdapDala,Periplasm,1.0
AGM4PApp,anhgm4p,Periplasm,-1.0
AGM4PApp,anhgm,Periplasm,1.0
AGM4PApp,h2o,Periplasm,-1.0
AGM4PCP,ala__D,Cytosol,1.0
AGM4PCP,anhgm3p,Cytosol,1.0
AGM4PCP,anhgm4p,Cytosol,-1.0
AGM4PCP,h2o,Cytosol,-1.0
AGM4PCPpp,ala__D,Periplasm,1.0
AGM4PCPpp,anhgm3p,Periplasm,1.0
AGM4PCPpp,anhgm4p,Periplasm,-1.0
AGM4PCPpp,h2o,Periplasm,-1.0
AGM4PH,acgam,Cytosol,1.0
AGM4PH,anhgm4p,Cytosol,-1.0
AGM4PH,anhm4p,Cytosol,1.0
AGM4PH,h2o,Cytosol,-1.0
AGM4Pt2pp,anhgm4p,Cytosol,1.0
AGM4Pt2pp,anhgm4p,Periplasm,-1.0
AGM4Pt2pp,h,Cytosol,1.0
AGM4Pt2pp,h,Periplasm,-1.0
AGMDA,Ncbmpts,Cytosol,1.0
AGMDA,agm,Cytosol,-1.0
AGMDA,h2o,Cytosol,-1.0
AGMDA,h,Cytosol,1.0
AGMDA,nh4,Cytosol,1.0
AGMH,acgam,Cytosol,1.0
AGMH,anhgm,Cytosol,-1.0
AGMH,anhm,Cytosol,1.0
AGMH,h2o,Cytosol,-1.0
AGMHE,adphep_DD,Cytosol,-1.0
AGMHE,adphep_LD,Cytosol,1.0
AGMT,agm,Cytosol,-1.0
AGMT,h2o,Cytosol,-1.0
AGMT,ptrc,Cytosol,1.0
AGMT,urea,Cytosol,1.0
AGMabcpp,adp,Cytosol,1.0
AGMabcpp,agm,Cytosol,1.0
AGMabcpp,agm,Periplasm,-1.0
AGMabcpp,atp,Cytosol,-1.0
AGMabcpp,h2o,Cytosol,-1.0
AGMabcpp,h,Cytosol,1.0
AGMabcpp,pi,Cytosol,1.0
AGMt2pp,anhgm,Cytosol,1.0
AGMt2pp,anhgm,Periplasm,-1.0
AGMt2pp,h,Cytosol,1.0
AGMt2pp,h,Periplasm,-1.0
AGMtex,agm,Extra-organism,-1.0
AGMtex,agm,Periplasm,1.0
AGPAT120,1ddecg3p,Cytosol,-1.0
AGPAT120,G1G01-2027-MONOMER_mod_pan4p,Cytosol,1.0
AGPAT120,G1G01-2027-MONOMER_mod_pan4p_mod_ddca,Cytosol,-1.0
AGPAT120,pa120,Cytosol,1.0
AGPAT140,1tdecg3p,Cytosol,-1.0
AGPAT140,G1G01-2027-MONOMER_mod_pan4p,Cytosol,1.0
AGPAT140,G1G01-2027-MONOMER_mod_pan4p_mod_myrs,Cytosol,-1.0
AGPAT140,pa140,Cytosol,1.0
AGPAT141,1tdec7eg3p,Cytosol,-1.0
AGPAT141,G1G01-2027-MONOMER_mod_pan4p,Cytosol,1.0
AGPAT141,pa141,Cytosol,1.0
AGPAT141,G1G01-2027-MONOMER_mod_pan4p_mod_tde,Cytosol,-1.0
AGPAT160,1hdecg3p,Cytosol,-1.0
AGPAT160,G1G01-2027-MONOMER_mod_pan4p,Cytosol,1.0
AGPAT160,pa160,Cytosol,1.0
AGPAT160,G1G01-2027-MONOMER_mod_pan4p_mod_palm,Cytosol,-1.0
AGPAT161,1hdec9eg3p,Cytosol,-1.0
AGPAT161,G1G01-2027-MONOMER_mod_pan4p,Cytosol,1.0
AGPAT161,G1G01-2027-MONOMER_mod_pan4p_mod_hde,Cytosol,-1.0
AGPAT161,pa161,Cytosol,1.0
AGPAT180,1odecg3p,Cytosol,-1.0
AGPAT180,G1G01-2027-MONOMER_mod_pan4p,Cytosol,1.0
AGPAT180,G1G01-2027-MONOMER_mod_pan4p_mod_ocdca,Cytosol,-1.0
AGPAT180,pa180,Cytosol,1.0
AGPAT181,1odec11eg3p,Cytosol,-1.0
AGPAT181,G1G01-2027-MONOMER_mod_pan4p,Cytosol,1.0
AGPAT181,G1G01-2027-MONOMER_mod_pan4p_mod_octe,Cytosol,-1.0
AGPAT181,pa181,Cytosol,1.0
AGPR,acg5p,Cytosol,1.0
AGPR,acg5sa,Cytosol,-1.0
AGPR,h,Cytosol,1.0
AGPR,nadp,Cytosol,-1.0
AGPR,nadph,Cytosol,1.0
AGPR,pi,Cytosol,-1.0
AGt3,ag,Cytosol,-1.0
AGt3,ag,Extra-organism,1.0
AGt3,h,Cytosol,1.0
AGt3,h,Extra-organism,-1.0
AGtex,ag,Extra-organism,-1.0
AGtex,ag,Periplasm,1.0
AGtpp,ag,Cytosol,1.0
AGtpp,ag,Periplasm,-1.0
AHCi,adn,Cytosol,1.0
AHCi,ahcys,Cytosol,-1.0
AHCi,h2o,Cytosol,-1.0
AHCi,hcys__L,Cytosol,1.0
AHSERL2,ac,Cytosol,1.0
AHSERL2,achms,Cytosol,-1.0
AHSERL2,h2s,Cytosol,-1.0
AHSERL2,h,Cytosol,1.0
AHSERL2,hcys__L,Cytosol,1.0
AICART,10fthf,Cytosol,-1.0
AICART,aicar,Cytosol,-1.0
AICART,fprica,Cytosol,1.0
AICART,thf,Cytosol,1.0
AIRC2,5caiz,Cytosol,1.0
AIRC2,adp,Cytosol,1.0
AIRC2,air,Cytosol,-1.0
AIRC2,atp,Cytosol,-1.0
AIRC2,h,Cytosol,1.0
AIRC2,hco3,Cytosol,-1.0
AIRC2,pi,Cytosol,1.0
AIRC3,5aizc,Cytosol,-1.0
AIRC3,5caiz,Cytosol,1.0
AKGDH,akg,Cytosol,-1.0
AKGDH,co2,Cytosol,1.0
AKGDH,coa,Cytosol,-1.0
AKGDH,nad,Cytosol,-1.0
AKGDH,nadh,Cytosol,1.0
AKGDH,succoa,Cytosol,1.0
AKGDa,akg,Cytosol,-1.0
AKGDa,co2,Cytosol,1.0
AKGDa,h,Cytosol,-1.0
AKGDa,lpam,Cytosol,-1.0
AKGDa,sdhlam,Cytosol,1.0
AKGDb_copy1,coa,Cytosol,-1.0
AKGDb_copy1,dhlam,Cytosol,1.0
AKGDb_copy1,sdhlam,Cytosol,-1.0
AKGDb_copy1,succoa,Cytosol,1.0
AKGt2rpp,akg,Cytosol,1.0
AKGt2rpp,akg,Periplasm,-1.0
AKGt2rpp,h,Cytosol,1.0
AKGt2rpp,h,Periplasm,-1.0
AKGtex,akg,Extra-organism,-1.0
AKGtex,akg,Periplasm,1.0
ALAALAabcpp,adp,Cytosol,1.0
ALAALAabcpp,alaala,Cytosol,1.0
ALAALAabcpp,alaala,Periplasm,-1.0
ALAALAabcpp,atp,Cytosol,-1.0
ALAALAabcpp,h2o,Cytosol,-1.0
ALAALAabcpp,h,Cytosol,1.0
ALAALAabcpp,pi,Cytosol,1.0
ALAALAr,adp,Cytosol,1.0
ALAALAr,ala__D,Cytosol,-2.0
ALAALAr,alaala,Cytosol,1.0
ALAALAr,atp,Cytosol,-1.0
ALAALAr,h,Cytosol,1.0
ALAALAr,pi,Cytosol,1.0
ALAALAtex,alaala,Extra-organism,-1.0
ALAALAtex,alaala,Periplasm,1.0
ALAGLUabcpp,LalaLglu,Cytosol,1.0
ALAGLUabcpp,LalaLglu,Periplasm,-1.0
ALAGLUabcpp,adp,Cytosol,1.0
ALAGLUabcpp,atp,Cytosol,-1.0
ALAGLUabcpp,h2o,Cytosol,-1.0
ALAGLUabcpp,h,Cytosol,1.0
ALAGLUabcpp,pi,Cytosol,1.0
ALAHISabcpp,adp,Cytosol,1.0
ALAHISabcpp,alahis,Cytosol,1.0
ALAHISabcpp,alahis,Periplasm,-1.0
ALAHISabcpp,atp,Cytosol,-1.0
ALAHISabcpp,h2o,Cytosol,-1.0
ALAHISabcpp,h,Cytosol,1.0
ALAHISabcpp,pi,Cytosol,1.0
ALAHIStex,alahis,Extra-organism,-1.0
ALAHIStex,alahis,Periplasm,1.0
ALALEUabcpp,adp,Cytosol,1.0
ALALEUabcpp,alaleu,Cytosol,1.0
ALALEUabcpp,alaleu,Periplasm,-1.0
ALALEUabcpp,atp,Cytosol,-1.0
ALALEUabcpp,h2o,Cytosol,-1.0
ALALEUabcpp,h,Cytosol,1.0
ALALEUabcpp,pi,Cytosol,1.0
ALALEUtex,alaleu,Extra-organism,-1.0
ALALEUtex,alaleu,Periplasm,1.0
ALAR,ala__D,Cytosol,1.0
ALAR,ala__L,Cytosol,-1.0
ALATA_L,akg,Cytosol,-1.0
ALATA_L,ala__L,Cytosol,-1.0
ALATA_L,glu__L,Cytosol,1.0
ALATA_L,pyr,Cytosol,1.0
ALATHRabcpp,adp,Cytosol,1.0
ALATHRabcpp,alathr,Cytosol,1.0
ALATHRabcpp,alathr,Periplasm,-1.0
ALATHRabcpp,atp,Cytosol,-1.0
ALATHRabcpp,h2o,Cytosol,-1.0
ALATHRabcpp,h,Cytosol,1.0
ALATHRabcpp,pi,Cytosol,1.0
ALATHRtex,alathr,Extra-organism,-1.0
ALATHRtex,alathr,Periplasm,1.0
ALATRPabcpp,adp,Cytosol,1.0
ALATRPabcpp,alatrp,Cytosol,1.0
ALATRPabcpp,alatrp,Periplasm,-1.0
ALATRPabcpp,atp,Cytosol,-1.0
ALATRPabcpp,h2o,Cytosol,-1.0
ALATRPabcpp,h,Cytosol,1.0
ALATRPabcpp,pi,Cytosol,1.0
ALATRPtex,alatrp,Extra-organism,-1.0
ALATRPtex,alatrp,Periplasm,1.0
ALAabcpp,adp,Cytosol,1.0
ALAabcpp,ala__L,Cytosol,1.0
ALAabcpp,ala__L,Periplasm,-1.0
ALAabcpp,atp,Cytosol,-1.0
ALAabcpp,h2o,Cytosol,-1.0
ALAabcpp,h,Cytosol,1.0
ALAabcpp,pi,Cytosol,1.0
ALAt2pp,ala__L,Cytosol,1.0
ALAt2pp,ala__L,Periplasm,-1.0
ALAt2pp,h,Cytosol,1.0
ALAt2pp,h,Periplasm,-1.0
ALAt4pp,ala__L,Cytosol,1.0
ALAt4pp,ala__L,Periplasm,-1.0
ALAt4pp,na1,Cytosol,1.0
ALAt4pp,na1,Periplasm,-1.0
ALAtex,ala__L,Extra-organism,-1.0
ALAtex,ala__L,Periplasm,1.0
ALCD19,glyald,Cytosol,-1.0
ALCD19,glyc,Cytosol,1.0
ALCD19,h,Cytosol,-1.0
ALCD19,nad,Cytosol,1.0
ALCD19,nadh,Cytosol,-1.0
ALCD2x,acald,Cytosol,1.0
ALCD2x,etoh,Cytosol,-1.0
ALCD2x,h,Cytosol,1.0
ALCD2x,nad,Cytosol,-1.0
ALCD2x,nadh,Cytosol,1.0
ALCDpp,acald,Periplasm,1.0
ALCDpp,etoh,Periplasm,-1.0
ALCDpp,pqq,Periplasm,-1.0
ALCDpp,pqqh2,Periplasm,1.0
ALDD1,fald,Cytosol,-1.0
ALDD1,for,Cytosol,1.0
ALDD1,h2o,Cytosol,-1.0
ALDD1,h,Cytosol,2.0
ALDD1,nad,Cytosol,-1.0
ALDD1,nadh,Cytosol,1.0
ALDD19xr,h2o,Cytosol,-1.0
ALDD19xr,h,Cytosol,2.0
ALDD19xr,nad,Cytosol,-1.0
ALDD19xr,nadh,Cytosol,1.0
ALDD19xr,pac,Cytosol,1.0
ALDD19xr,pacald,Cytosol,-1.0
ALDD20x,h2o,Cytosol,-1.0
ALDD20x,h,Cytosol,2.0
ALDD20x,id3acald,Cytosol,-1.0
ALDD20x,ind3ac,Cytosol,1.0
ALDD20x,nad,Cytosol,-1.0
ALDD20x,nadh,Cytosol,1.0
ALDD2x,ac,Cytosol,1.0
ALDD2x,acald,Cytosol,-1.0
ALDD2x,h2o,Cytosol,-1.0
ALDD2x,h,Cytosol,2.0
ALDD2x,nad,Cytosol,-1.0
ALDD2x,nadh,Cytosol,1.0
ALDD31,aacald,Cytosol,-1.0
ALDD31,gly,Cytosol,1.0
ALDD31,h2o,Cytosol,-1.0
ALDD31,h,Cytosol,2.0
ALDD31,nad,Cytosol,-1.0
ALDD31,nadh,Cytosol,1.0
ALDD3y_copy1,h2o,Cytosol,-1.0
ALDD3y_copy1,h,Cytosol,2.0
ALDD3y_copy1,nadp,Cytosol,-1.0
ALDD3y_copy1,nadph,Cytosol,1.0
ALDD3y_copy1,ppa,Cytosol,1.0
ALDD3y_copy1,ppal,Cytosol,-1.0
ALDD4,btal,Cytosol,-1.0
ALDD4,but,Cytosol,1.0
ALDD4,h2o,Cytosol,-1.0
ALDD4,h,Cytosol,2.0
ALDD4,nad,Cytosol,-1.0
ALDD4,nadh,Cytosol,1.0
ALGAC1,accoa,Cytosol,-1.0
ALGAC1,coa,Cytosol,1.0
ALGAC1,prealgac_M1,Periplasm,1.0
ALGAC1,prealginate__M,Periplasm,-1.0
ALGAC2,accoa,Cytosol,-2.0
ALGAC2,coa,Cytosol,2.0
ALGAC2,prealgac_M2,Periplasm,1.0
ALGAC2,prealginate__M,Periplasm,-1.0
ALGAC3,accoa,Cytosol,-3.0
ALGAC3,coa,Cytosol,3.0
ALGAC3,prealgac_M3,Periplasm,1.0
ALGAC3,prealginate__M,Periplasm,-1.0
ALGAC4,accoa,Cytosol,-4.0
ALGAC4,coa,Cytosol,4.0
ALGAC4,prealgac_M4,Periplasm,1.0
ALGAC4,prealginate__M,Periplasm,-1.0
ALGAC5,accoa,Cytosol,-5.0
ALGAC5,algac__M,Periplasm,1.0
ALGAC5,coa,Cytosol,5.0
ALGAC5,prealginate__M,Periplasm,-1.0
ALGE1,prealg_MG_41,Periplasm,1.0
ALGE1,prealginate__M,Periplasm,-1.0
ALGE2,prealg_MG_32,Periplasm,1.0
ALGE2,prealginate__M,Periplasm,-1.0
ALGE3,prealg_MG_23,Periplasm,1.0
ALGE3,prealginate__M,Periplasm,-1.0
ALGE4,prealg_MG_14,Periplasm,1.0
ALGE4,prealginate__M,Periplasm,-1.0
ALGE5,prealginate_G,Periplasm,1.0
ALGE5,prealginate__M,Periplasm,-1.0
ALGE6,algac_MG_41,Periplasm,1.0
ALGE6,prealgac_M4,Periplasm,-1.0
ALGE7,algac_MG_32,Periplasm,1.0
ALGE7,prealgac_M3,Periplasm,-1.0
ALGE8,algac_MG_23,Periplasm,1.0
ALGE8,prealgac_M2,Periplasm,-1.0
ASPTA,akg,Cytosol,-1.0
ASPTA,asp__L,Cytosol,-1.0
ASPTA,glu__L,Cytosol,1.0
ASPTA,oaa,Cytosol,1.0
ASPabcpp,adp,Cytosol,1.0
ASPabcpp,asp__L,Cytosol,1.0
ASPabcpp,asp__L,Periplasm,-1.0
ASPabcpp,atp,Cytosol,-1.0
ASPabcpp,h2o,Cytosol,-1.0
ASPabcpp,h,Cytosol,1.0
ASPabcpp,pi,Cytosol,1.0
ASPt2pp,asp__L,Cytosol,1.0
ASPt2pp,asp__L,Periplasm,-1.0
ASPt2pp,h,Cytosol,1.0
ASPt2pp,h,Periplasm,-1.0
ASPtex,asp__L,Extra-organism,-1.0
ASPtex,asp__L,Periplasm,1.0
ASR,aso3,Cytosol,1.0
ASR,aso4,Cytosol,-1.0
ASR,gthox,Cytosol,1.0
ASR,gthrd,Cytosol,-2.0
ASR,h2o,Cytosol,1.0
AST,arg__L,Cytosol,-1.0
AST,coa,Cytosol,1.0
AST,h,Cytosol,1.0
AST,sucarg,Cytosol,1.0
AST,succoa,Cytosol,-1.0
ATHRDHr,2aobut,Cytosol,1.0
ATHRDHr,athr__L,Cytosol,-1.0
ATHRDHr,h,Cytosol,1.0
ATHRDHr,nadp,Cytosol,-1.0
ATHRDHr,nadph,Cytosol,1.0
ATPHs,atp,Cytosol,-1.0
ATPHs,h2o,Cytosol,-1.0
ATPHs,h,Cytosol,-1.0
ATPHs,itp,Cytosol,1.0
ATPHs,nh4,Cytosol,1.0
ATPM,adp,Cytosol,1.0
ATPM,atp,Cytosol,-1.0
ATPM,h2o,Cytosol,-1.0
ATPM,h,Cytosol,1.0
ATPM,pi,Cytosol,1.0
ATPPRT,atp,Cytosol,-1.0
ATPPRT,ppi,Cytosol,1.0
ATPPRT,prbatp,Cytosol,1.0
ATPPRT,prpp,Cytosol,-1.0
ATPS4rpp,adp,Cytosol,-1.0
ATPS4rpp,atp,Cytosol,1.0
ATPS4rpp,h2o,Cytosol,1.0
ATPS4rpp,h,Cytosol,3.0
ATPS4rpp,h,Periplasm,-4.0
ATPS4rpp,pi,Cytosol,-1.0
BACCL,atp,Cytosol,-1.0
BACCL,btamp,Cytosol,1.0
BACCL,btn,Cytosol,-1.0
BACCL,h,Cytosol,-1.0
BACCL,ppi,Cytosol,1.0
BALAALAabcpp,adp,Cytosol,1.0
BALAALAabcpp,atp,Cytosol,-1.0
BALAALAabcpp,balaala,Cytosol,1.0
BALAALAabcpp,balaala,Periplasm,-1.0
