Reaction,Metabolites,Compartment,Stoichiometry
ALPATE160pp,curate,Periplasm,-1.0
ALPATE160pp,curate,Periplasm,1.0
ALPATE160pp,pe160,Periplasm,-1.0
ALPATE161pp,2agpe161,Periplasm,1.0
ALPATE161pp,curate,Periplasm,-1.0
ALPATE161pp,lpp161,Periplasm,1.0
ALPATE161pp,pe161,Periplasm,-1.0
ALPATE180pp,2agpe180,Periplasm,1.0
ALPATE180pp,curate,Periplasm,-1.0
ALPATE180pp,lpp180,Periplasm,1.0
ALPATE180pp,pe180,Periplasm,-1.0
ALPATE181pp,2agpe181,Periplasm,1.0
ALPATE181pp,curate,Periplasm,-1.0
ALPATE181pp,lpp181,Periplasm,1.0
ALPATE181pp,pe181,Periplasm,-1.0
ALPATG160pp,2agpg160,Periplasm,1.0
ALPATG160pp,curate,Periplasm,-1.0
ALPATG160pp,curate,Periplasm,1.0
ALPATG160pp,pg160,Periplasm,-1.0
ALPATG161pp,2agpg161,Periplasm,1.0
ALPATG161pp,curate,Periplasm,-1.0
ALPATG161pp,lpp161,Periplasm,1.0
ALPATG161pp,pg161,Periplasm,-1.0
ALPATG180pp,2agpg180,Periplasm,1.0
ALPATG180pp,curate,Periplasm,-1.0
ALPATG180pp,lpp180,Periplasm,1.0
ALPATG180pp,pg180,Periplasm,-1.0
ALPATG181pp,2agpg181,Periplasm,1.0
ALPATG181pp,curate,Periplasm,-1.0
ALPATG181pp,lpp181,Periplasm,1.0
ALPATG181pp,pg181,Periplasm,-1.0
ALTRH,2ddglcn,Cytosol,1.0
ALTRH,altrn,Cytosol,-1.0
ALTRH,h2o,Cytosol,1.0
AM3PA,LalaDgluMdap,Cytosol,1.0
AM3PA,anhm3p,Cytosol,-1.0
AM3PA,anhm,Cytosol,1.0
AM3PA,h2o,Cytosol,-1.0
AM4PA,LalaDgluMdapDala,Cytosol,1.0
AM4PA,anhm4p,Cytosol,-1.0
AM4PA,anhm,Cytosol,1.0
AM4PA,h2o,Cytosol,-1.0
AM4PCP,ala__D,Cytosol,1.0
AM4PCP,anhm3p,Cytosol,1.0
AM4PCP,anhm4p,Cytosol,-1.0
AM4PCP,h2o,Cytosol,-1.0
AMAOTr,8aonn,Cytosol,-1.0
AMAOTr,amet,Cytosol,-1.0
AMAOTr,amob,Cytosol,1.0
AMAOTr,dann,Cytosol,1.0
AMID4,ac,Cytosol,1.0
AMID4,ad,Cytosol,-1.0
AMID4,h2o,Cytosol,-1.0
AMID4,nh4,Cytosol,1.0
AMPMS2,4ampm,Cytosol,1.0
AMPMS2,air,Cytosol,-1.0
AMPMS2,for,Cytosol,2.0
AMPMS2,h2o,Cytosol,-1.0
AMPMS2,h,Cytosol,3.0
AMPMS2,nad,Cytosol,-1.0
AMPMS2,nadh,Cytosol,1.0
AMPN,ade,Cytosol,1.0
AMPN,amp,Cytosol,-1.0
AMPN,h2o,Cytosol,-1.0
AMPN,r5p,Cytosol,1.0
AMPTASEAH,ala__L,Cytosol,1.0
AMPTASEAH,alahis,Cytosol,-1.0
AMPTASEAH,h2o,Cytosol,-1.0
AMPTASEAH,his__L,Cytosol,1.0
AMPTASEAL,ala__L,Cytosol,1.0
AMPTASEAL,alaleu,Cytosol,-1.0
AMPTASEAL,h2o,Cytosol,-1.0
AMPTASEAL,leu__L,Cytosol,1.0
AMPTASEAT,ala__L,Cytosol,1.0
AMPTASEAT,alathr,Cytosol,-1.0
AMPTASEAT,h2o,Cytosol,-1.0
AMPTASEAT,thr__L,Cytosol,1.0
AMPTASEATRP,ala__L,Cytosol,1.0
AMPTASEATRP,alatrp,Cytosol,-1.0
AMPTASEATRP,h2o,Cytosol,-1.0
AMPTASEATRP,trp__L,Cytosol,1.0
AMPTASECG,cgly,Cytosol,-1.0
AMPTASECG,cys__L,Cytosol,1.0
AMPTASECG,gly,Cytosol,1.0
AMPTASECG,h2o,Cytosol,-1.0
GLYGLYCNc,gly,Cytosol,2.0
GLYGLYCNc,glygly,Cytosol,-1.0
GLYGLYCNc,h2o,Cytosol,-1.0
AMPTASEGGLN,gln__L,Cytosol,1.0
AMPTASEGGLN,gly,Cytosol,1.0
AMPTASEGGLN,glygln,Cytosol,-1.0
AMPTASEGGLN,h2o,Cytosol,-1.0
AMPTASEGGLU,glu__L,Cytosol,1.0
AMPTASEGGLU,gly,Cytosol,1.0
AMPTASEGGLU,glyglu,Cytosol,-1.0
AMPTASEGGLU,h2o,Cytosol,-1.0
AMPTASEGM,gly,Cytosol,1.0
AMPTASEGM,glymet,Cytosol,-1.0
AMPTASEGM,h2o,Cytosol,-1.0
AMPTASEGM,met__L,Cytosol,1.0
GLYPHEHYc,gly,Cytosol,1.0
GLYPHEHYc,glyphe,Cytosol,-1.0
GLYPHEHYc,h2o,Cytosol,-1.0
GLYPHEHYc,phe__L,Cytosol,1.0
AMPTASEGS,gly,Cytosol,1.0
AMPTASEGS,glyser,Cytosol,-1.0
AMPTASEGS,h2o,Cytosol,-1.0
AMPTASEGS,ser__L,Cytosol,1.0
AMPTASEHG,gly,Cytosol,1.0
AMPTASEHG,h2o,Cytosol,-1.0
AMPTASEHG,his__L,Cytosol,1.0
AMPTASEHG,hisgly,Cytosol,-1.0
AMPTASEHH,h2o,Cytosol,-1.0
AMPTASEHH,his__L,Cytosol,2.0
AMPTASEHH,hishis,Cytosol,-1.0
LEULEULAPc,h2o,Cytosol,-1.0
LEULEULAPc,leu__L,Cytosol,2.0
LEULEULAPc,leuleu,Cytosol,-1.0
AMPTASEPG,gly,Cytosol,1.0
AMPTASEPG,h2o,Cytosol,-1.0
AMPTASEPG,pro__L,Cytosol,1.0
AMPTASEPG,progly,Cytosol,-1.0
ANHMK,acmum6p,Cytosol,1.0
ANHMK,adp,Cytosol,1.0
ANHMK,anhm,Cytosol,-1.0
ANHMK,atp,Cytosol,-1.0
ANHMK,h2o,Cytosol,-1.0
ANHMK,h,Cytosol,1.0
ANPRT,anth,Cytosol,-1.0
ANPRT,ppi,Cytosol,1.0
ANPRT,pran,Cytosol,1.0
ANPRT,prpp,Cytosol,-1.0
ANS,anth,Cytosol,1.0
ANS,chor,Cytosol,-1.0
ANS,gln__L,Cytosol,-1.0
ANS,glu__L,Cytosol,1.0
ANS,h,Cytosol,1.0
ANS,pyr,Cytosol,1.0
ANS2,anth,Cytosol,1.0
ANS2,chor,Cytosol,-1.0
ANS2,h2o,Cytosol,1.0
ANS2,h,Cytosol,1.0
ANS2,nh4,Cytosol,-1.0
ANS2,pyr,Cytosol,1.0
AOBUTDs,2aobut,Cytosol,-1.0
AOBUTDs,aact,Cytosol,1.0
AOBUTDs,co2,Cytosol,1.0
AOBUTDs,h,Cytosol,-1.0
AOXHEXCYCL,1pipdn2c,Cytosol,1.0
AOXHEXCYCL,6a2ohxnt,Cytosol,-1.0
AOXHEXCYCL,h2o,Cytosol,1.0
AOXSr2,8aonn,Cytosol,1.0
AOXSr2,G1G01-2027-MONOMER_mod_pan4p,Cytosol,1.0
AOXSr2,ala__L,Cytosol,-1.0
AOXSr2,co2,Cytosol,1.0
AOXSr2,G1G01-2027-MONOMER_mod_pan4p_mod_pim,Cytosol,-1.0
AP4AH,adp,Cytosol,2.0
AP4AH,ap4a,Cytosol,-1.0
AP4AH,h2o,Cytosol,-1.0
AP4AH,h,Cytosol,2.0
AP4AS,ap4a,Cytosol,1.0
AP4AS,atp,Cytosol,-2.0
AP4AS,h,Cytosol,-1.0
AP4AS,ppi,Cytosol,1.0
APATr,ala_B,Cytosol,-1.0
APATr,ala__L,Cytosol,1.0
APATr,msa,Cytosol,1.0
APATr,pyr,Cytosol,-1.0
APCt5,apc,Cytosol,-1.0
APCt5,apc,Extra-organism,1.0
APCt5,h,Cytosol,1.0
APCt5,h,Periplasm,-1.0
APCt6,apc,Extra-organism,1.0
APCt6,apc,Periplasm,-1.0
APCt6,h,Cytosol,1.0
APCt6,h,Periplasm,-1.0
APCtex,apc,Extra-organism,-1.0
APCtex,apc,Periplasm,1.0
APCtpp,apc,Cytosol,1.0
APCtpp,apc,Periplasm,-1.0
APENTAMAH2,5apentam,Cytosol,-1.0
APENTAMAH2,5aptn,Cytosol,1.0
APENTAMAH2,h2o,Cytosol,-1.0
APENTAMAH2,h,Cytosol,-1.0
APENTAMAH2,nh4,Cytosol,1.0
APG3PAT120,1ddecg3p,Cytosol,1.0
APG3PAT120,ddcap,Cytosol,-1.0
APG3PAT120,glyc3p,Cytosol,-1.0
APG3PAT120,h,Cytosol,1.0
APG3PAT120,pi,Cytosol,1.0
APG3PAT140,1tdecg3p,Cytosol,1.0
APG3PAT140,glyc3p,Cytosol,-1.0
APG3PAT140,h,Cytosol,1.0
APG3PAT140,pi,Cytosol,1.0
APG3PAT140,ttdcap,Cytosol,-1.0
APG3PAT141,1tdec7eg3p,Cytosol,1.0
APG3PAT141,glyc3p,Cytosol,-1.0
APG3PAT141,h,Cytosol,1.0
APG3PAT141,pi,Cytosol,1.0
APG3PAT141,ttdceap,Cytosol,-1.0
APG3PAT160,1hdecg3p,Cytosol,1.0
APG3PAT160,glyc3p,Cytosol,-1.0
APG3PAT160,h,Cytosol,1.0
APG3PAT160,hdcap,Cytosol,-1.0
APG3PAT160,pi,Cytosol,1.0
APG3PAT161,1hdec9eg3p,Cytosol,1.0
APG3PAT161,glyc3p,Cytosol,-1.0
APG3PAT161,h,Cytosol,1.0
APG3PAT161,hdceap,Cytosol,-1.0
APG3PAT161,pi,Cytosol,1.0
APG3PAT180,1odecg3p,Cytosol,1.0
APG3PAT180,glyc3p,Cytosol,-1.0
APG3PAT180,h,Cytosol,1.0
APG3PAT180,ocdcap,Cytosol,-1.0
APG3PAT180,pi,Cytosol,1.0
APG3PAT181,1odec11eg3p,Cytosol,1.0
APG3PAT181,glyc3p,Cytosol,-1.0
APG3PAT181,h,Cytosol,1.0
APG3PAT181,ocdceap,Cytosol,-1.0
APG3PAT181,pi,Cytosol,1.0
APPLDHr,aact,Cytosol,-1.0
APPLDHr,appl,Cytosol,1.0
APPLDHr,h,Cytosol,-1.0
APPLDHr,nad,Cytosol,1.0
APPLDHr,nadh,Cytosol,-1.0
APRAUR,5aprbu,Cytosol,1.0
APRAUR,5apru,Cytosol,-1.0
APRAUR,h,Cytosol,-1.0
APRAUR,nadp,Cytosol,1.0
APRAUR,nadph,Cytosol,-1.0
APSR,amp,Cytosol,1.0
APSR,aps,Cytosol,-1.0
APSR,h,Cytosol,2.0
APSR,so3,Cytosol,1.0
APSR,G1G01-5565-MONOMER_mod_Oxidized,Cytosol,1.0
APSR,G1G01-5565-MONOMER,Cytosol,-1.0
APSR2,amp,Cytosol,1.0
APSR2,aps,Cytosol,-1.0
APSR2,curate,Cytosol,1.0
APSR2,curate,Cytosol,-1.0
APSR2,h,Cytosol,2.0
APSR2,so3,Cytosol,1.0
APTNAT,5aptn,Cytosol,-1.0
APTNAT,akg,Cytosol,-1.0
APTNAT,glu__L,Cytosol,1.0
APTNAT,oxptn,Cytosol,1.0
ARBTNR1,arbtn,Cytosol,2.0
ARBTNR1,arbtn_fe3,Cytosol,-2.0
ARBTNR1,fad,Cytosol,1.0
ARBTNR1,fadh2,Cytosol,-1.0
ARBTNR1,fe2,Cytosol,2.0
ARBTNR1,h,Cytosol,2.0
ARBTNR2,arbtn,Cytosol,2.0
ARBTNR2,arbtn_fe3,Cytosol,-2.0
ARBTNR2,fe2,Cytosol,2.0
ARBTNR2,fmn,Cytosol,1.0
ARBTNR2,fmnh2,Cytosol,-1.0
ARBTNR2,h,Cytosol,2.0
ARBTNabcpp,adp,Cytosol,1.0
ARBTNabcpp,arbtn_fe3,Cytosol,1.0
ARBTNabcpp,arbtn_fe3,Periplasm,-1.0
ARBTNabcpp,atp,Cytosol,-1.0
ARBTNabcpp,h2o,Cytosol,-1.0
ARBTNabcpp,h,Cytosol,1.0
ARBTNabcpp,pi,Cytosol,1.0
ARBTNexs,arbtn,Extra-organism,-1.0
ARBTNexs,arbtn_fe3,Extra-organism,1.0
ARBTNexs,fe3,Extra-organism,-1.0
ARBTNtex,arbtn,Extra-organism,1.0
ARBTNtex,arbtn,Periplasm,-1.0
ARBTNtex,h,Cytosol,1.0
ARBTNtex,h,Periplasm,-1.0
ARBTNtonex,arbtn_fe3,Extra-organism,-1.0
ARBTNtonex,arbtn_fe3,Periplasm,1.0
ARBTNtonex,h,Cytosol,1.0
ARBTNtonex,h,Periplasm,-1.0
ARBTNtpp,arbtn,Cytosol,-1.0
ARBTNtpp,arbtn,Periplasm,1.0
ARBTNtpp,h,Cytosol,1.0
ARBTNtpp,h,Periplasm,-1.0
ARBt3ipp,arab__L,Cytosol,-1.0
ARBt3ipp,arab__L,Periplasm,1.0
ARBt3ipp,h,Cytosol,1.0
ARBt3ipp,h,Periplasm,-1.0
ARGDr,arg__L,Cytosol,-1.0
ARGDr,citr__L,Cytosol,1.0
ARGDr,h2o,Cytosol,-1.0
ARGDr,nh4,Cytosol,1.0
ARGDC,agm,Cytosol,1.0
ARGDC,arg__L,Cytosol,-1.0
ARGDC,co2,Cytosol,1.0
ARGDC,h,Cytosol,-1.0
ARGDCpp,agm,Periplasm,1.0
ARGDCpp,arg__L,Periplasm,-1.0
ARGDCpp,co2,Periplasm,1.0
ARGDCpp,h,Periplasm,-1.0
ARGORNt7pp,arg__L,Cytosol,1.0
ARGORNt7pp,arg__L,Periplasm,-1.0
ARGORNt7pp,orn,Cytosol,-1.0
ARGORNt7pp,orn,Periplasm,1.0
ARGSL,arg__L,Cytosol,1.0
ARGSL,argsuc,Cytosol,-1.0
ARGSL,fum,Cytosol,1.0
ARGSS,amp,Cytosol,1.0
ARGSS,argsuc,Cytosol,1.0
ARGSS,asp__L,Cytosol,-1.0
ARGSS,atp,Cytosol,-1.0
ARGSS,citr__L,Cytosol,-1.0
ARGSS,h,Cytosol,1.0
ARGSS,ppi,Cytosol,1.0
ARGabcpp,adp,Cytosol,1.0
ARGabcpp,arg__L,Cytosol,1.0
ARGabcpp,arg__L,Periplasm,-1.0
ARGabcpp,atp,Cytosol,-1.0
ARGabcpp,h2o,Cytosol,-1.0
ARGabcpp,h,Cytosol,1.0
ARGabcpp,pi,Cytosol,1.0
ARGt2pp,arg__L,Cytosol,1.0
ARGt2pp,arg__L,Periplasm,-1.0
ARGt2pp,h,Cytosol,1.0
ARGt2pp,h,Periplasm,-1.0
ARGtex,arg__L,Extra-organism,-1.0
ARGtex,arg__L,Periplasm,1.0
AROH,Largn,Cytosol,-1.0
AROH,co2,Cytosol,1.0
AROH,h2o,Cytosol,1.0
AROH,phe__L,Cytosol,1.0
ARUH,5g2oxpt,Cytosol,1.0
ARUH,ala__L,Cytosol,1.0
ARUH,arg__L,Cytosol,-1.0
ARUH,pyr,Cytosol,-1.0
ASAD,4pasp,Cytosol,1.0
ASAD,aspsa,Cytosol,-1.0
ASAD,h,Cytosol,1.0
ASAD,nadp,Cytosol,-1.0
ASAD,nadph,Cytosol,1.0
ASAD,pi,Cytosol,-1.0
ASNN,asn__L,Cytosol,-1.0
ASNN,asp__L,Cytosol,1.0
ASNN,h2o,Cytosol,-1.0
ASNN,nh4,Cytosol,1.0
ASNNpp,asn__L,Periplasm,-1.0
ASNNpp,asp__L,Periplasm,1.0
ASNNpp,h2o,Periplasm,-1.0
ASNNpp,nh4,Periplasm,1.0
ASNS1,amp,Cytosol,1.0
ASNS1,asn__L,Cytosol,1.0
ASNS1,asp__L,Cytosol,-1.0
ASNS1,atp,Cytosol,-1.0
ASNS1,gln__L,Cytosol,-1.0
ASNS1,glu__L,Cytosol,1.0
ASNS1,h2o,Cytosol,-1.0
ASNS1,h,Cytosol,1.0
ASNS1,ppi,Cytosol,1.0
ASNtex,asn__L,Extra-organism,-1.0
ASNtex,asn__L,Periplasm,1.0
ASO3t2pp,aso3,Cytosol,-1.0
ASO3t2pp,aso3,Periplasm,1.0
ASO3t2pp,h,Cytosol,1.0
ASO3t2pp,h,Periplasm,-1.0
ASO3tex,aso3,Extra-organism,-1.0
ASO3tex,aso3,Periplasm,1.0
ASO4rt2rpp,aso4,Cytosol,1.0
ASO4rt2rpp,aso4,Periplasm,-1.0
ASO4rt2rpp,h,Cytosol,1.0
ASO4rt2rpp,h,Periplasm,-1.0
ASO4tex,aso4,Extra-organism,-1.0
ASO4tex,aso4,Periplasm,1.0
ASP3H,3hasp__L,Cytosol,1.0
ASP3H,akg,Cytosol,-1.0
ASP3H,asp__L,Cytosol,-1.0
ASP3H,co2,Cytosol,1.0
ASP3H,o2,Cytosol,-1.0
ASP3H,succ,Cytosol,1.0
ASPCT,asp__L,Cytosol,-1.0
ASPCT,cbasp,Cytosol,1.0
ASPCT,cbp,Cytosol,-1.0
ASPCT,h,Cytosol,1.0
ASPCT,pi,Cytosol,1.0
ASPK,4pasp,Cytosol,1.0
ASPK,adp,Cytosol,1.0
ASPK,asp__L,Cytosol,-1.0
ASPK,atp,Cytosol,-1.0
ASPO1,asp__L,Cytosol,-1.0
ASPO1,h2o2,Cytosol,1.0
ASPO1,h2o,Cytosol,-1.0
ASPO1,nh4,Cytosol,1.0
ASPO1,o2,Cytosol,-1.0
ASPO1,oaa,Cytosol,1.0
ASPO3,asp__L,Cytosol,-1.0
ASPO3,h,Cytosol,1.0
ASPO3,iasp,Cytosol,1.0
ASPO3,q8,Cytosol,-1.0
ASPO3,q8h2,Cytosol,1.0
ASPO5,asp__L,Cytosol,-1.0
ASPO5,fum,Cytosol,-1.0
ASPO5,h,Cytosol,1.0
ASPO5,iasp,Cytosol,1.0
ASPO5,succ,Cytosol,1.0
ASPO6,asp__L,Cytosol,-1.0
ASPO6,h2o2,Cytosol,1.0
ASPO6,h,Cytosol,1.0
ASPO6,iasp,Cytosol,1.0
ASPO6,o2,Cytosol,-1.0
ASPSALy,asp__L,Cytosol,1.0
ASPSALy,aspsa,Cytosol,-1.0
ASPSALy,h2o,Cytosol,-1.0
ASPSALy,h,Cytosol,2.0
ASPSALy,nadp,Cytosol,-1.0
ASPSALy,nadph,Cytosol,1.0
ASPT,asp__L,Cytosol,-1.0
ASPT,fum,Cytosol,1.0
ASPT,nh4,Cytosol,1.0
BZDH,bz,Cytosol,1.0
BZDH,bzal,Cytosol,-1.0
BZDH,h2o,Cytosol,-1.0
BZDH,h,Cytosol,2.0
BZDH,nad,Cytosol,-1.0
BZDH,nadh,Cytosol,1.0
BZDIOLDH,bz12diol,Cytosol,-1.0
BZDIOLDH,catechol,Cytosol,1.0
BZDIOLDH,co2,Cytosol,1.0
BZDIOLDH,nad,Cytosol,-1.0
BZDIOLDH,nadh,Cytosol,1.0
BZt1pp,bz,Cytosol,1.0
BZt1pp,bz,Periplasm,-1.0
BZt1pp,h,Cytosol,1.0
BZt1pp,h,Periplasm,-1.0
BZt2_pp,bz,Cytosol,1.0
BZt2_pp,bz,Periplasm,-1.0
BZt2_pp,h,Cytosol,2.0
BZt2_pp,h,Periplasm,-2.0
BZtex,bz,Extra-organism,-1.0
BZtex,bz,Periplasm,1.0
CA2tex,ca2,Extra-organism,-1.0
CA2tex,ca2,Periplasm,1.0
CACOAHA,34dhbald,Cytosol,1.0
CACOAHA,accoa,Cytosol,1.0
CACOAHA,caffcoa,Cytosol,-1.0
CACOAHA,h2o,Cytosol,-1.0
CAFFCOA,34dhcinm,Cytosol,-1.0
CAFFCOA,amp,Cytosol,1.0
CAFFCOA,atp,Cytosol,-1.0
CAFFCOA,caffcoa,Cytosol,1.0
CAFFCOA,coa,Cytosol,-1.0
CAFFCOA,ppi,Cytosol,1.0
CARBSARAH,Ncarbsar,Cytosol,-1.0
CARBSARAH,co2,Cytosol,1.0
CARBSARAH,h2o,Cytosol,-1.0
CARBSARAH,h,Cytosol,-2.0
CARBSARAH,nh4,Cytosol,1.0
CARBSARAH,sarcs,Cytosol,1.0
CARNabcpp,adp,Cytosol,1.0
CARNabcpp,atp,Cytosol,-1.0
CARNabcpp,carn,Cytosol,1.0
CARNabcpp,carn,Periplasm,-1.0
CARNabcpp,h2o,Cytosol,-1.0
CARNabcpp,h,Cytosol,1.0
CARNabcpp,pi,Cytosol,1.0
CARNtex,carn,Extra-organism,-1.0
CARNtex,carn,Periplasm,1.0
CAT,h2o2,Cytosol,-2.0
CAT,h2o,Cytosol,2.0
CAT,o2,Cytosol,1.0
CAT23DOX,2hmcnsad,Cytosol,1.0
CAT23DOX,catechol,Cytosol,-1.0
CAT23DOX,o2,Cytosol,-1.0
CATDOX,catechol,Cytosol,-1.0
CATDOX,ccmuac,Cytosol,1.0
CATDOX,h,Cytosol,2.0
CATDOX,o2,Cytosol,-1.0
CATECHOLtex,catechol,Extra-organism,-1.0
CATECHOLtex,catechol,Periplasm,1.0
CATECHOLtpp,catechol,Cytosol,1.0
CATECHOLtpp,catechol,Periplasm,-1.0
CATpp,h2o2,Periplasm,-2.0
CATpp,h2o,Periplasm,2.0
CATpp,o2,Periplasm,1.0
CAt6pp,ca2,Cytosol,-1.0
CAt6pp,ca2,Periplasm,1.0
CAt6pp,na1,Cytosol,1.0
CAt6pp,na1,Periplasm,-1.0
CBIAT,adocbi,Cytosol,1.0
CBIAT,atp,Cytosol,-1.0
CBIAT,cbi,Cytosol,-1.0
CBIAT,h,Cytosol,-1.0
CBIAT,pppi,Cytosol,1.0
CBItonex,cbi,Extra-organism,-1.0
CBItonex,cbi,Periplasm,1.0
CBItonex,h,Cytosol,1.0
CBItonex,h,Periplasm,-1.0
CBIuabcpp,adp,Cytosol,1.0
CBIuabcpp,atp,Cytosol,-1.0
CBIuabcpp,cbi,Cytosol,1.0
CBIuabcpp,cbi,Periplasm,-1.0
CBIuabcpp,h2o,Cytosol,-1.0
CBIuabcpp,h,Cytosol,1.0
CBIuabcpp,pi,Cytosol,1.0
CBL1abcpp,adp,Cytosol,1.0
CBL1abcpp,atp,Cytosol,-1.0
CBL1abcpp,cbl1,Cytosol,1.0
CBL1abcpp,cbl1,Periplasm,-1.0
CBL1abcpp,h2o,Cytosol,-1.0
CBL1abcpp,h,Cytosol,1.0
CBL1abcpp,pi,Cytosol,1.0
CBL1tonex,cbl1,Extra-organism,-1.0
CBL1tonex,cbl1,Periplasm,1.0
CBL1tonex,h,Cytosol,1.0
CBL1tonex,h,Periplasm,-1.0
CBLAT,adocbl,Cytosol,1.0
CBLAT,atp,Cytosol,-1.0
CBLAT,cbl1,Cytosol,-1.0
CBLAT,h,Cytosol,-1.0
CBLAT,pppi,Cytosol,1.0
CBMKr,adp,Cytosol,1.0
CBMKr,atp,Cytosol,-1.0
CBMKr,cbp,Cytosol,1.0
CBMKr,co2,Cytosol,-1.0
CBMKr,h,Cytosol,2.0
CBMKr,nh4,Cytosol,-1.0
CBPAH,Ncbmpts,Cytosol,-1.0
CBPAH,h2o,Cytosol,-2.0
CBPAH,h,Cytosol,-2.0
CBPAH,hco3,Cytosol,1.0
CBPAH,nh4,Cytosol,1.0
CBPAH,ptrc,Cytosol,1.0
CBPS,adp,Cytosol,2.0
CBPS,atp,Cytosol,-2.0
CBPS,cbp,Cytosol,1.0
CBPS,gln__L,Cytosol,-1.0
CBPS,glu__L,Cytosol,1.0
CBPS,h2o,Cytosol,-1.0
CBPS,h,Cytosol,2.0
CBPS,hco3,Cytosol,-1.0
CBPS,pi,Cytosol,1.0
CCGS,adp,Cytosol,1.0
CCGS,atp,Cytosol,-1.0
CCGS,cdg,Cytosol,-1.0
CCGS,h2o,Cytosol,1.0
CCGS,h,Cytosol,1.0
CCGS,nh4,Cytosol,-1.0
CCGS,pi,Cytosol,1.0
CCGS,preq0,Cytosol,1.0
CCPpp,ficytc,Cytosol,2.0
CCPpp,focytc,Cytosol,-2.0
CCPpp,h2o2,Periplasm,-1.0
CCPpp,h2o,Periplasm,2.0
CD2abcpp,adp,Cytosol,1.0
CD2abcpp,atp,Cytosol,-1.0
CD2abcpp,cd2,Cytosol,-1.0
CD2abcpp,cd2,Periplasm,1.0
CD2abcpp,h2o,Cytosol,-1.0
CD2abcpp,h,Cytosol,1.0
CD2abcpp,pi,Cytosol,1.0
CD2t3pp,cd2,Cytosol,-1.0
CD2t3pp,cd2,Periplasm,1.0
CD2t3pp,h,Cytosol,1.0
CD2t3pp,h,Periplasm,-1.0
CD2t4pp,cd2,Cytosol,-1.0
CD2t4pp,cd2,Periplasm,1.0
CD2t4pp,h,Cytosol,1.0
CD2t4pp,h,Periplasm,-1.0
CD2t4pp,k,Cytosol,1.0
CD2t4pp,k,Periplasm,-1.0
CD2t5,cd2,Cytosol,-1.0
CD2t5,cd2,Extra-organism,1.0
CD2t5,h,Cytosol,1.0
CD2t5,h,Periplasm,-1.0
CD2t6,cd2,Extra-organism,1.0
CD2t6,cd2,Periplasm,-1.0
CD2t6,h,Cytosol,1.0
CD2t6,h,Periplasm,-1.0
CD2tex,cd2,Extra-organism,-1.0
CD2tex,cd2,Periplasm,1.0
CD2tpp,cd2,Cytosol,1.0
CD2tpp,cd2,Periplasm,-1.0
CDGR,h,Cytosol,-3.0
CDGR,nadp,Cytosol,2.0
CDGR,nadph,Cytosol,-2.0
CDGR,preq0,Cytosol,-1.0
CDGR,preq1,Cytosol,1.0
CDGS,cdg,Cytosol,1.0
CDGS,cph4,Cytosol,-1.0
CDGS,h,Cytosol,-1.0
CDGS,nh4,Cytosol,1.0
CDPMEK,2p4c2me,Cytosol,1.0
CDPMEK,4c2me,Cytosol,-1.0
CDPMEK,adp,Cytosol,1.0
CDPMEK,atp,Cytosol,-1.0
CDPMEK,h,Cytosol,1.0
CELASEpp,cell4,Periplasm,-1.0
CELASEpp,cellb,Periplasm,2.0
CELASEpp,h2o,Periplasm,-1.0
CELLS,cell4,Periplasm,1.0
CELLS,h2o,Cytosol,-1.0
CELLS,h,Cytosol,4.0
CELLS,udp,Cytosol,4.0
CELLS,udpg,Cytosol,-4.0
CELLex,cell4,Extra-organism,1.0
CELLex,cell4,Periplasm,-1.0
CFAS160E,ahcys,Cytosol,2.0
CFAS160E,amet,Cytosol,-2.0
CFAS160E,cpe160,Cytosol,1.0
CFAS160E,h,Cytosol,2.0
CFAS160E,pe161,Cytosol,-1.0
CFAS160G,ahcys,Cytosol,2.0
CFAS160G,amet,Cytosol,-2.0
CFAS160G,cpg160,Cytosol,1.0
CFAS160G,h,Cytosol,2.0
CFAS160G,pg161,Cytosol,-1.0
CFAS180E,ahcys,Cytosol,2.0
CFAS180E,amet,Cytosol,-2.0
CFAS180E,cpe180,Cytosol,1.0
CFAS180E,h,Cytosol,2.0
CFAS180E,pe181,Cytosol,-1.0
CFAS180G,ahcys,Cytosol,2.0
CFAS180G,amet,Cytosol,-2.0
CFAS180G,cpg180,Cytosol,1.0
CFAS180G,h,Cytosol,2.0
CFAS180G,pg181,Cytosol,-1.0
CGLYabcpp,adp,Cytosol,1.0
CGLYabcpp,atp,Cytosol,-1.0
CGLYabcpp,cgly,Cytosol,1.0
CGLYabcpp,cgly,Periplasm,-1.0
CGLYabcpp,h2o,Cytosol,-1.0
CGLYabcpp,h,Cytosol,1.0
CGLYabcpp,pi,Cytosol,1.0
CGLYtex,cgly,Extra-organism,-1.0
CGLYtex,cgly,Periplasm,1.0
CHLabcpp,adp,Cytosol,1.0
CHLabcpp,atp,Cytosol,-1.0
CHLabcpp,chol,Cytosol,1.0
CHLabcpp,chol,Periplasm,-1.0
CHLabcpp,h2o,Cytosol,-1.0
CHLabcpp,h,Cytosol,1.0
CHLabcpp,pi,Cytosol,1.0
CHLtex,chol,Extra-organism,-1.0
CHLtex,chol,Periplasm,1.0
CHOLD,betald,Cytosol,1.0
CHOLD,chol,Cytosol,-1.0
CHOLD,h,Cytosol,1.0
CHOLD,nad,Cytosol,-1.0
CHOLD,nadh,Cytosol,1.0
CHOLSH,chol,Cytosol,1.0
CHOLSH,chols,Cytosol,-1.0
