Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
BSU39950-MONOMER	Plasma_Membrane	BSU39950()	Plasma_Membrane	s
BSU15400-MONOMER	Plasma_Membrane	BSU15400()	Plasma_Membrane	s
BSU02670-MONOMER	Plasma_Membrane	BSU02670()	Plasma_Membrane	s
BSU38060-MONOMER	Plasma_Membrane	BSU38060()	Plasma_Membrane	s
BSU15160-MONOMER	Plasma_Membrane	BSU15160()	Plasma_Membrane	s
BSU28900-MONOMER	Plasma_Membrane	BSU28900()	Plasma_Membrane	s
BSU32750-MONOMER	Plasma_Membrane	BSU32750()	Plasma_Membrane	s
BSU06820-MONOMER	Plasma_Membrane	BSU06820()	Plasma_Membrane	s
BSU07050-MONOMER	Extracellular_Space	BSU07050()	Extracellular_Space	s
BSU01000-MONOMER	Plasma_Membrane	BSU01000()	Plasma_Membrane	s
BSU39790-MONOMER	Plasma_Membrane	BSU39790()	Plasma_Membrane	s
BSU18150-MONOMER	Extracellular_Space	BSU18150()	Extracellular_Space	s
BSU28730-MONOMER	Plasma_Membrane	BSU28730()	Plasma_Membrane	s
BSU32380-MONOMER	Plasma_Membrane	BSU32380()	Plasma_Membrane	s
BSU40022-MONOMER	Plasma_Membrane	BSU40022()	Plasma_Membrane	s
BSU00600-MONOMER	Plasma_Membrane	BSU00600()	Plasma_Membrane	s
BSU10390-MONOMER	Plasma_Membrane	BSU10390()	Plasma_Membrane	s
BSU39630-MONOMER	Plasma_Membrane	BSU39630()	Plasma_Membrane	s
BSU11370-MONOMER	Plasma_Membrane	BSU11370()	Plasma_Membrane	s
BSU25290-MONOMER	Plasma_Membrane	BSU25290()	Plasma_Membrane	s
BSU08620-MONOMER	Plasma_Membrane	BSU08620()	Plasma_Membrane	s
BSU14850-MONOMER	Plasma_Membrane	BSU14850()	Plasma_Membrane	s
BSU15240-MONOMER	Plasma_Membrane	BSU15240()	Plasma_Membrane	s
BSU24930-MONOMER	Plasma_Membrane	BSU24930()	Plasma_Membrane	s
BSU28570-MONOMER	Plasma_Membrane	BSU28570()	Plasma_Membrane	s
BSU37900-MONOMER	Plasma_Membrane	BSU37900()	Plasma_Membrane	s
BSU19579-MONOMER	Plasma_Membrane	BSU19579()	Plasma_Membrane	s
BSU35840-MONOMER	Plasma_Membrane	BSU35840()	Plasma_Membrane	s
BSU35680-MONOMER	Plasma_Membrane	BSU35680()	Plasma_Membrane	s
BSU08460-MONOMER	Plasma_Membrane	BSU08460()	Plasma_Membrane	s
BSU06220-MONOMER	Plasma_Membrane	BSU06220()	Plasma_Membrane	s
BSU28810-MONOMER	Extracellular_Space	BSU28810()	Extracellular_Space	s
BSU03788-MONOMER	Plasma_Membrane	BSU03788()	Plasma_Membrane	s
BSU39710-MONOMER	Plasma_Membrane	BSU39710()	Plasma_Membrane	s
BSU11460-MONOMER	Plasma_Membrane	BSU11460()	Plasma_Membrane	s
BSU39020-MONOMER	Plasma_Membrane	BSU39020()	Plasma_Membrane	s
BSU21340-MONOMER	Plasma_Membrane	BSU21340()	Plasma_Membrane	s
BSU14930-MONOMER	Plasma_Membrane	BSU14930()	Plasma_Membrane	s
BSU25010-MONOMER	Plasma_Membrane	BSU25010()	Plasma_Membrane	s
BSU33900-MONOMER	Extracellular_Space	BSU33900()	Extracellular_Space	s
BSU05880-MONOMER	Extracellular_Space	BSU05880()	Extracellular_Space	s
BSU08290-MONOMER	Plasma_Membrane	BSU08290()	Plasma_Membrane	s
BSU31600-MONOMER	Plasma_Membrane	BSU31600()	Plasma_Membrane	s
BSU06590-MONOMER	Plasma_Membrane	BSU06590()	Plasma_Membrane	s
BSU02200-MONOMER	Plasma_Membrane	BSU02200()	Plasma_Membrane	s
BSU09590-MONOMER	Plasma_Membrane	BSU09590()	Plasma_Membrane	s
BSU12875-MONOMER	Plasma_Membrane	BSU12875()	Plasma_Membrane	s
BSU09420-MONOMER	Cell_Wall	BSU09420()	Cell_Wall	s
BSU04500-MONOMER	Plasma_Membrane	BSU04500()	Plasma_Membrane	s
BSU16430-MONOMER	Plasma_Membrane	BSU16430()	Plasma_Membrane	s
BSU23960-MONOMER	Plasma_Membrane	BSU23960()	Plasma_Membrane	s
BSU31300-MONOMER	Plasma_Membrane	BSU31300()	Plasma_Membrane	s
BSU08130-MONOMER	Plasma_Membrane	BSU08130()	Plasma_Membrane	s
BSU20190-MONOMER	Plasma_Membrane	BSU20190()	Plasma_Membrane	s
BSU35760-MONOMER	Plasma_Membrane	BSU35760()	Plasma_Membrane	s
BSU19110-MONOMER	Plasma_Membrane	BSU19110()	Plasma_Membrane	s
BSU10140-MONOMER	Plasma_Membrane	BSU10140()	Plasma_Membrane	s
BSU31150-MONOMER	Plasma_Membrane	BSU31150()	Plasma_Membrane	s
BSU09090-MONOMER	Plasma_Membrane	BSU09090()	Plasma_Membrane	s
BSU03000-MONOMER	Plasma_Membrane	BSU03000()	Plasma_Membrane	s
BSU14620-MONOMER	Plasma_Membrane	BSU14620()	Plasma_Membrane	s
BSU23640-MONOMER	Plasma_Membrane	BSU23640()	Plasma_Membrane	s
BSU24690-MONOMER	Plasma_Membrane	BSU24690()	Plasma_Membrane	s
BSU05280-MONOMER	Plasma_Membrane	BSU05280()	Plasma_Membrane	s
BSU30000-MONOMER	Plasma_Membrane	BSU30000()	Plasma_Membrane	s
BSU30990-MONOMER	Plasma_Membrane	BSU30990()	Plasma_Membrane	s
BSU13490-MONOMER	Plasma_Membrane	BSU13490()	Plasma_Membrane	s
BSU39270-MONOMER	Plasma_Membrane	BSU39270()	Plasma_Membrane	s
BSU22520-MONOMER	Plasma_Membrane	BSU22520()	Plasma_Membrane	s
BSU28160-MONOMER	Plasma_Membrane	BSU28160()	Plasma_Membrane	s
BSU04980-MONOMER	Plasma_Membrane	BSU04980()	Plasma_Membrane	s
BSU16950-MONOMER	Plasma_Membrane	BSU16950()	Plasma_Membrane	s
BSU33420-MONOMER	Plasma_Membrane	BSU33420()	Plasma_Membrane	s
BSU19580-MONOMER	Plasma_Membrane	BSU19580()	Plasma_Membrane	s
BSU23170-MONOMER	Plasma_Membrane	BSU23170()	Plasma_Membrane	s
BSU03710-MONOMER	Plasma_Membrane	BSU03710()	Plasma_Membrane	s
BSU30510-MONOMER	Plasma_Membrane	BSU30510()	Plasma_Membrane	s
BSU34070-MONOMER	Plasma_Membrane	BSU34070()	Plasma_Membrane	s
BSU37750-MONOMER	Plasma_Membrane	BSU37750()	Plasma_Membrane	s
BSU24370-MONOMER	Plasma_Membrane	BSU24370()	Plasma_Membrane	s
BSU22205-MONOMER	Plasma_Membrane	BSU22205()	Plasma_Membrane	s
BSU28010-MONOMER	Plasma_Membrane	BSU28010()	Plasma_Membrane	s
BSU22990-MONOMER	Plasma_Membrane	BSU22990()	Plasma_Membrane	s
BSU15960-MONOMER	Extracellular_Space	BSU15960()	Extracellular_Space	s
BSU30350-MONOMER	Plasma_Membrane	BSU30350()	Plasma_Membrane	s
BSU33260-MONOMER	Plasma_Membrane	BSU33260()	Plasma_Membrane	s
BSU02210-MONOMER	Plasma_Membrane	BSU02210()	Plasma_Membrane	s
BSU35280-MONOMER	Plasma_Membrane	BSU35280()	Plasma_Membrane	s
BSU12860-MONOMER	Plasma_Membrane	BSU12860()	Plasma_Membrane	s
BSU03550-MONOMER	Plasma_Membrane	BSU03550()	Plasma_Membrane	s
BSU36940-MONOMER	Plasma_Membrane	BSU36940()	Plasma_Membrane	s
BSU04510-MONOMER	Plasma_Membrane	BSU04510()	Plasma_Membrane	s
BSU08140-MONOMER	Plasma_Membrane	BSU08140()	Plasma_Membrane	s
BSU24200-MONOMER	Plasma_Membrane	BSU24200()	Plasma_Membrane	s
BSU37430-MONOMER	Plasma_Membrane	BSU37430()	Plasma_Membrane	s
BSU05800-MONOMER	Plasma_Membrane	BSU05800()	Plasma_Membrane	s
BSU17820-MONOMER	Plasma_Membrane	BSU17820()	Plasma_Membrane	s
BSU04359-MONOMER	Plasma_Membrane	BSU04359()	Plasma_Membrane	s
BSU31520-MONOMER	Plasma_Membrane	BSU31520()	Plasma_Membrane	s
BSU35110-MONOMER	Plasma_Membrane	BSU35110()	Plasma_Membrane	s
BSU07460-MONOMER	Plasma_Membrane	BSU07460()	Plasma_Membrane	s
BSU09500-MONOMER	Plasma_Membrane	BSU09500()	Plasma_Membrane	s
BSU37270-MONOMER	Plasma_Membrane	BSU37270()	Plasma_Membrane	s
BSU03390-MONOMER	Plasma_Membrane	BSU03390()	Plasma_Membrane	s
BSU36780-MONOMER	Plasma_Membrane	BSU36780()	Plasma_Membrane	s
BSU38780-MONOMER	Plasma_Membrane	BSU38780()	Plasma_Membrane	s
BSU22530-MONOMER	Plasma_Membrane	BSU22530()	Plasma_Membrane	s
BSU40380-MONOMER	Plasma_Membrane	BSU40380()	Plasma_Membrane	s
BSU27700-MONOMER	Plasma_Membrane	BSU27700()	Plasma_Membrane	s
BSU29350-MONOMER	Plasma_Membrane	BSU29350()	Plasma_Membrane	s
BSU34950-MONOMER	Extracellular_Space	BSU34950()	Extracellular_Space	s
BSU33270-MONOMER	Plasma_Membrane	BSU33270()	Plasma_Membrane	s
BSU01550-MONOMER	Cell_Wall	BSU01550()	Cell_Wall	s
BSU03240-MONOMER	Plasma_Membrane	BSU03240()	Plasma_Membrane	s
BSU18370-MONOMER	Plasma_Membrane	BSU18370()	Plasma_Membrane	s
MONOMER8J2-7	Plasma_Membrane	BSU09959()	Plasma_Membrane	s
BSU13850-MONOMER	Plasma_Membrane	BSU13850()	Plasma_Membrane	s
BSU33130-MONOMER	Plasma_Membrane	BSU33130()	Plasma_Membrane	s
MONOMER8J2-133	Plasma_Membrane	BSU34710()	Plasma_Membrane	s
BSU23880-MONOMER	Plasma_Membrane	BSU23880()	Plasma_Membrane	s
BSU11940-MONOMER	Plasma_Membrane	BSU11940()	Plasma_Membrane	s
BSU18540-MONOMER	Plasma_Membrane	BSU18540()	Plasma_Membrane	s
BSU40390-MONOMER	Plasma_Membrane	BSU40390()	Plasma_Membrane	s
BSU22060-MONOMER	Plasma_Membrane	BSU22060()	Plasma_Membrane	s
BSU31230-MONOMER	Plasma_Membrane	BSU31230()	Plasma_Membrane	s
BSU29360-MONOMER	Plasma_Membrane	BSU29360()	Plasma_Membrane	s
MONOMER8J2-46	Plasma_Membrane	BSU21546()	Plasma_Membrane	s
BSU18190-MONOMER	Plasma_Membrane	BSU18190()	Plasma_Membrane	s
BSU15450-MONOMER	Plasma_Membrane	BSU15450()	Plasma_Membrane	s
BSU07100-MONOMER	Plasma_Membrane	BSU07100()	Plasma_Membrane	s
BSU11809-MONOMER	Plasma_Membrane	BSU11809()	Plasma_Membrane	s
MONOMER8J2-24	Plasma_Membrane	BSU31520()	Plasma_Membrane	s
BSU21710-MONOMER	Plasma_Membrane	BSU21710()	Plasma_Membrane	s
BSU40070-MONOMER	Plasma_Membrane	BSU40070()	Plasma_Membrane	s
BSU25330-MONOMER	Plasma_Membrane	BSU25330()	Plasma_Membrane	s
BSU21720-MONOMER	Plasma_Membrane	BSU21720()	Plasma_Membrane	s
BSU15280-MONOMER	Plasma_Membrane	BSU15280()	Plasma_Membrane	s
BSU09010-MONOMER	Plasma_Membrane	BSU09010()	Plasma_Membrane	s
BSU06940-MONOMER	Plasma_Membrane	BSU06940()	Plasma_Membrane	s
BSU02920-MONOMER	Plasma_Membrane	BSU02920()	Plasma_Membrane	s
BSU06930-MONOMER	Plasma_Membrane	BSU06930()	Plasma_Membrane	s
BSU25190-MONOMER	Plasma_Membrane	BSU25190()	Plasma_Membrane	s
BSU23560-MONOMER	Plasma_Membrane	BSU23560()	Plasma_Membrane	s
BSU27240-MONOMER	Plasma_Membrane	BSU27240()	Plasma_Membrane	s
BSU36130-MONOMER	Plasma_Membrane	BSU36130()	Plasma_Membrane	s
BSU05200-MONOMER	Plasma_Membrane	BSU05200()	Plasma_Membrane	s
BSU10520-MONOMER	Plasma_Membrane	BSU10520()	Plasma_Membrane	s
BSU11510-MONOMER	Plasma_Membrane	BSU11510()	Plasma_Membrane	s
BSU25060-MONOMER	Plasma_Membrane	BSU25060()	Plasma_Membrane	s
BSU32350-MONOMER	Plasma_Membrane	BSU32350()	Plasma_Membrane	s
BSU00570-MONOMER	Plasma_Membrane	BSU00570()	Plasma_Membrane	s
BSU02760-MONOMER	Plasma_Membrane	BSU02760()	Plasma_Membrane	s
BSU35970-MONOMER	Cell_Wall	BSU35970()	Cell_Wall	s
BSU38150-MONOMER	Plasma_Membrane	BSU38150()	Plasma_Membrane	s
BSU39600-MONOMER	Plasma_Membrane	BSU39600()	Plasma_Membrane	s
BSU36120-MONOMER	Plasma_Membrane	BSU36120()	Plasma_Membrane	s
BSU23410-MONOMER	Cell_Wall	BSU23410()	Cell_Wall	s
BSU27080-MONOMER	Plasma_Membrane	BSU27080()	Plasma_Membrane	s
BSU35810-MONOMER	Plasma_Membrane	BSU35810()	Plasma_Membrane	s
BSU11180-MONOMER	Plasma_Membrane	BSU11180()	Plasma_Membrane	s
BSU30750-MONOMER	Plasma_Membrane	BSU30750()	Plasma_Membrane	s
BSU25050-MONOMER	Cell_Wall	BSU25050()	Cell_Wall	s
BSU24740-MONOMER	Plasma_Membrane	BSU24740()	Plasma_Membrane	s
BSU28690-MONOMER	Plasma_Membrane	BSU28690()	Plasma_Membrane	s
BSU32060-MONOMER	Plasma_Membrane	BSU32060()	Plasma_Membrane	s
BSU06630-MONOMER	Plasma_Membrane	BSU06630()	Plasma_Membrane	s
BSU35650-MONOMER	Plasma_Membrane	BSU35650()	Plasma_Membrane	s
BSU37990-MONOMER	Plasma_Membrane	BSU37990()	Plasma_Membrane	s
BSU19650-MONOMER	Plasma_Membrane	BSU19650()	Plasma_Membrane	s
BSU35960-MONOMER	Plasma_Membrane	BSU35960()	Plasma_Membrane	s
BSU06190-MONOMER	Plasma_Membrane	BSU06190()	Plasma_Membrane	s
BSU03760-MONOMER	Plasma_Membrane	BSU03760()	Plasma_Membrane	s
BSU14360-MONOMER	Plasma_Membrane	BSU14360()	Plasma_Membrane	s
BSU30595-MONOMER	Plasma_Membrane	BSU30595()	Plasma_Membrane	s
BSU28060-MONOMER	Plasma_Membrane	BSU28060()	Plasma_Membrane	s
BSU34150-MONOMER	Plasma_Membrane	BSU34150()	Plasma_Membrane	s
BSU00400-MONOMER	Plasma_Membrane	BSU00400()	Plasma_Membrane	s
BSU09720-MONOMER	Plasma_Membrane	BSU09720()	Plasma_Membrane	s
BSU03610-MONOMER	Plasma_Membrane	BSU03610()	Plasma_Membrane	s
BSU35800-MONOMER	Plasma_Membrane	BSU35800()	Plasma_Membrane	s
BSU19510-MONOMER	Plasma_Membrane	BSU19510()	Plasma_Membrane	s
BSU10180-MONOMER	Plasma_Membrane	BSU10180()	Plasma_Membrane	s
BSU13100-MONOMER	Plasma_Membrane	BSU13100()	Plasma_Membrane	s
BSU31570-MONOMER	Plasma_Membrane	BSU31570()	Plasma_Membrane	s
BSU23090-MONOMER	Plasma_Membrane	BSU23090()	Plasma_Membrane	s
BSU09550-MONOMER	Plasma_Membrane	BSU09550()	Plasma_Membrane	s
BSU03440-MONOMER	Plasma_Membrane	BSU03440()	Plasma_Membrane	s
BSU24730-MONOMER	Plasma_Membrane	BSU24730()	Plasma_Membrane	s
BSU14050-MONOMER	Cell_Wall	BSU14050()	Cell_Wall	s
BSU05690-MONOMER	Plasma_Membrane	BSU05690()	Plasma_Membrane	s
BSU30430-MONOMER	Plasma_Membrane	BSU30430()	Plasma_Membrane	s
BSU06320-MONOMER	Plasma_Membrane	BSU06320()	Plasma_Membrane	s
BSU17710-MONOMER	Plasma_Membrane	BSU17710()	Plasma_Membrane	s
BSU08380-MONOMER	Plasma_Membrane	BSU08380()	Plasma_Membrane	s
BSU38670-MONOMER	Plasma_Membrane	BSU38670()	Plasma_Membrane	s
BSU02290-MONOMER	Plasma_Membrane	BSU02290()	Plasma_Membrane	s
BSU35640-MONOMER	Plasma_Membrane	BSU35640()	Plasma_Membrane	s
BSU19350-MONOMER	Plasma_Membrane	BSU19350()	Plasma_Membrane	s
BSU05530-MONOMER	Plasma_Membrane	BSU05530()	Plasma_Membrane	s
BSU12940-MONOMER	Plasma_Membrane	BSU12940()	Plasma_Membrane	s
BSU20930-MONOMER	Plasma_Membrane	BSU20930()	Plasma_Membrane	s
BSU14510-MONOMER	Plasma_Membrane	BSU14510()	Plasma_Membrane	s
BSU04590-MONOMER	Plasma_Membrane	BSU04590()	Plasma_Membrane	s
BSU27450-MONOMER	Plasma_Membrane	BSU27450()	Plasma_Membrane	s
BSU17410-MONOMER	Cell_Wall	BSU17410()	Cell_Wall	s
BSU30270-MONOMER	Plasma_Membrane	BSU30270()	Plasma_Membrane	s
BSU31120-MONOMER	Cell_Wall	BSU31120()	Cell_Wall	s
BSU34690-MONOMER	Plasma_Membrane	BSU34690()	Plasma_Membrane	s
BSU33830-MONOMER	Plasma_Membrane	BSU33830()	Plasma_Membrane	s
BSU31890-MONOMER	Plasma_Membrane	BSU31890()	Plasma_Membrane	s
BSU08220-MONOMER	Plasma_Membrane	BSU08220()	Plasma_Membrane	s
BSU20000-MONOMER	Plasma_Membrane	BSU20000()	Plasma_Membrane	s
BSU09880-MONOMER	Plasma_Membrane	BSU09880()	Plasma_Membrane	s
BSU37510-MONOMER	Plasma_Membrane	BSU37510()	Plasma_Membrane	s
BSU14350-MONOMER	Plasma_Membrane	BSU14350()	Plasma_Membrane	s
BSU02810-MONOMER	Plasma_Membrane	BSU02810()	Plasma_Membrane	s
BSU24410-MONOMER	Plasma_Membrane	BSU24410()	Plasma_Membrane	s
BSU13460-MONOMER	Plasma_Membrane	BSU13460()	Plasma_Membrane	s
BSU26420-MONOMER	Plasma_Membrane	BSU26420()	Plasma_Membrane	s
BSU27130-MONOMER	Plasma_Membrane	BSU27130()	Plasma_Membrane	s
BSU06010-MONOMER	Plasma_Membrane	BSU06010()	Plasma_Membrane	s
BSU16360-MONOMER	Plasma_Membrane	BSU16360()	Plasma_Membrane	s
BSU34370-MONOMER	Plasma_Membrane	BSU34370()	Plasma_Membrane	s
BSU09710-MONOMER	Plasma_Membrane	BSU09710()	Plasma_Membrane	s
BSU13300-MONOMER	Plasma_Membrane	BSU13300()	Plasma_Membrane	s
BSU03600-MONOMER	Plasma_Membrane	BSU03600()	Plasma_Membrane	s
BSU23310-MONOMER	Plasma_Membrane	BSU23310()	Plasma_Membrane	s
BSU37350-MONOMER	Extracellular_Space	BSU37350()	Extracellular_Space	s
BSU16920-MONOMER	Plasma_Membrane	BSU16920()	Plasma_Membrane	s
BSU08600-MONOMER	Plasma_Membrane	BSU08600()	Plasma_Membrane	s
BSU23140-MONOMER	Plasma_Membrane	BSU23140()	Plasma_Membrane	s
BSU04270-MONOMER	Plasma_Membrane	BSU04270()	Plasma_Membrane	s
BSU16210-MONOMER	Plasma_Membrane	BSU16210()	Plasma_Membrane	s
BSU31560-MONOMER	Plasma_Membrane	BSU31560()	Plasma_Membrane	s
BSU08440-MONOMER	Plasma_Membrane	BSU08440()	Plasma_Membrane	s
BSU02340-MONOMER	Plasma_Membrane	BSU02340()	Plasma_Membrane	s
BSU09540-MONOMER	Plasma_Membrane	BSU09540()	Plasma_Membrane	s
BSU19400-MONOMER	Plasma_Membrane	BSU19400()	Plasma_Membrane	s
BSU07900-MONOMER	Plasma_Membrane	BSU07900()	Plasma_Membrane	s
BSU03430-MONOMER	Plasma_Membrane	BSU03430()	Plasma_Membrane	s
BSU26640-MONOMER	Plasma_Membrane	BSU26640()	Plasma_Membrane	s
BSU37190-MONOMER	Plasma_Membrane	BSU37190()	Plasma_Membrane	s
BSU14040-MONOMER	Cell_Wall	BSU14040()	Cell_Wall	s
BSU33880-MONOMER	Plasma_Membrane	BSU33880()	Plasma_Membrane	s
BSU02180-MONOMER	Plasma_Membrane	BSU02180()	Plasma_Membrane	s
BSU05680-MONOMER	Plasma_Membrane	BSU05680()	Plasma_Membrane	s
BSU11525-MONOMER	Plasma_Membrane	BSU11525()	Plasma_Membrane	s
BSU12830-MONOMER	Plasma_Membrane	BSU12830()	Plasma_Membrane	s
BSU22820-MONOMER	Plasma_Membrane	BSU22820()	Plasma_Membrane	s
BSU26480-MONOMER	Plasma_Membrane	BSU26480()	Plasma_Membrane	s
BSU04110-MONOMER	Cell_Wall	BSU04110()	Cell_Wall	s
BSU04480-MONOMER	Plasma_Membrane	BSU04480()	Plasma_Membrane	s
BSU16410-MONOMER	Plasma_Membrane	BSU16410()	Plasma_Membrane	s
BSU34990-MONOMER	Plasma_Membrane	BSU34990()	Plasma_Membrane	s
BSU30160-MONOMER	Plasma_Membrane	BSU30160()	Plasma_Membrane	s
BSU33720-MONOMER	Plasma_Membrane	BSU33720()	Plasma_Membrane	s
BSU33350-MONOMER	Plasma_Membrane	BSU33350()	Plasma_Membrane	s
BSU37400-MONOMER	Plasma_Membrane	BSU37400()	Plasma_Membrane	s
BSU01630-MONOMER	Plasma_Membrane	BSU01630()	Plasma_Membrane	s
BSU13890-MONOMER	Plasma_Membrane	BSU13890()	Plasma_Membrane	s
BSU04320-MONOMER	Plasma_Membrane	BSU04320()	Plasma_Membrane	s
BSU33560-MONOMER	Plasma_Membrane	BSU33560()	Plasma_Membrane	s
BSU27580-MONOMER	Cell_Wall	BSU27580()	Cell_Wall	s
BSU12360-MONOMER	Plasma_Membrane	BSU12360()	Plasma_Membrane	s
BSU37240-MONOMER	Plasma_Membrane	BSU37240()	Plasma_Membrane	s
BSU17559-MONOMER	Plasma_Membrane	BSU17559()	Plasma_Membrane	s
BSU40830-MONOMER	Plasma_Membrane	BSU40830()	Plasma_Membrane	s
BSU03970-MONOMER	Plasma_Membrane	BSU03970()	Plasma_Membrane	s
BSU29600-MONOMER	Plasma_Membrane	BSU29600()	Plasma_Membrane	s
BSU07790-MONOMER	Plasma_Membrane	BSU07790()	Plasma_Membrane	s
BSU01680-MONOMER	Plasma_Membrane	BSU01680()	Plasma_Membrane	s
BSU33210-MONOMER	Plasma_Membrane	BSU33210()	Plasma_Membrane	s
BSU38499-MONOMER	Plasma_Membrane	BSU38499()	Plasma_Membrane	s
BSU07570-MONOMER	Plasma_Membrane	BSU07570()	Plasma_Membrane	s
BSU20150-MONOMER	Plasma_Membrane	BSU20150()	Plasma_Membrane	s
BSU01470-MONOMER	Plasma_Membrane	BSU01470()	Plasma_Membrane	s
BSU36870-MONOMER	Plasma_Membrane	BSU36870()	Plasma_Membrane	s
BSU04010-MONOMER	Plasma_Membrane	BSU04010()	Plasma_Membrane	s
BSU29650-MONOMER	Plasma_Membrane	BSU29650()	Plasma_Membrane	s
BSU27440-MONOMER	Plasma_Membrane	BSU27440()	Plasma_Membrane	s
BSU18669-MONOMER	Plasma_Membrane	BSU18669()	Plasma_Membrane	s
BSU12250-MONOMER	Plasma_Membrane	BSU12250()	Plasma_Membrane	s
BSU31110-MONOMER	Plasma_Membrane	BSU31110()	Plasma_Membrane	s
BSU15770-MONOMER	Plasma_Membrane	BSU15770()	Plasma_Membrane	s
BSU09050-MONOMER	Plasma_Membrane	BSU09050()	Plasma_Membrane	s
BSU33100-MONOMER	Plasma_Membrane	BSU33100()	Plasma_Membrane	s
BSU33050-MONOMER	Plasma_Membrane	BSU33050()	Plasma_Membrane	s
BSU02960-MONOMER	Plasma_Membrane	BSU02960()	Plasma_Membrane	s
BSU38340-MONOMER	Plasma_Membrane	BSU38340()	Plasma_Membrane	s
BSU40360-MONOMER	Plasma_Membrane	BSU40360()	Plasma_Membrane	s
BSU12100-MONOMER	Plasma_Membrane	BSU12100()	Plasma_Membrane	s
BSU22030-MONOMER	Plasma_Membrane	BSU22030()	Plasma_Membrane	s
BSU32940-MONOMER	Plasma_Membrane	BSU32940()	Plasma_Membrane	s
BSU18350-MONOMER	Extracellular_Space	BSU18350()	Extracellular_Space	s
BSU36570-MONOMER	Plasma_Membrane	BSU36570()	Plasma_Membrane	s
BSU29280-MONOMER	Plasma_Membrane	BSU29280()	Plasma_Membrane	s
BSU29160-MONOMER	Plasma_Membrane	BSU29160()	Plasma_Membrane	s
BSU18170-MONOMER	Plasma_Membrane	BSU18170()	Plasma_Membrane	s
BSU07200-MONOMER	Plasma_Membrane	BSU07200()	Plasma_Membrane	s
BSU11790-MONOMER	Plasma_Membrane	BSU11790()	Plasma_Membrane	s
BSU25310-MONOMER	Plasma_Membrane	BSU25310()	Plasma_Membrane	s
BSU15260-MONOMER	Plasma_Membrane	BSU15260()	Plasma_Membrane	s
BSU36520-MONOMER	Plasma_Membrane	BSU36520()	Plasma_Membrane	s
BSU17070-MONOMER	Plasma_Membrane	BSU17070()	Plasma_Membrane	s
BSU18270-MONOMER	Plasma_Membrane	BSU18270()	Plasma_Membrane	s
BSU36260-MONOMER	Plasma_Membrane	BSU36260()	Plasma_Membrane	s
BSU40140-MONOMER	Plasma_Membrane	BSU40140()	Plasma_Membrane	s
BSU02640-MONOMER	Plasma_Membrane	BSU02640()	Plasma_Membrane	s
BSU28830-MONOMER	Plasma_Membrane	BSU28830()	Plasma_Membrane	s
BSU25420-MONOMER	Plasma_Membrane	BSU25420()	Plasma_Membrane	s
BSU10490-MONOMER	Plasma_Membrane	BSU10490()	Plasma_Membrane	s
BSU11480-MONOMER	Plasma_Membrane	BSU11480()	Plasma_Membrane	s
BSU25030-MONOMER	Plasma_Membrane	BSU25030()	Plasma_Membrane	s
BSU36360-MONOMER	Plasma_Membrane	BSU36360()	Plasma_Membrane	s
BSU16910-MONOMER	Plasma_Membrane	BSU16910()	Plasma_Membrane	s
BSU35940-MONOMER	Plasma_Membrane	BSU35940()	Plasma_Membrane	s
BSU18120-MONOMER	Plasma_Membrane	BSU18120()	Plasma_Membrane	s
BSU30640-MONOMER	Plasma_Membrane	BSU30640()	Plasma_Membrane	s
BSU10330-MONOMER	Plasma_Membrane	BSU10330()	Plasma_Membrane	s
BSU10760-MONOMER	Plasma_Membrane	BSU10760()	Plasma_Membrane	s
BSU34190-MONOMER	Plasma_Membrane	BSU34190()	Plasma_Membrane	s
BSU35780-MONOMER	Cell_Wall	BSU35780()	Cell_Wall	s
BSU10160-MONOMER	Plasma_Membrane	BSU10160()	Plasma_Membrane	s
BSU15210-MONOMER	Plasma_Membrane	BSU15210()	Plasma_Membrane	s
BSU11150-MONOMER	Plasma_Membrane	BSU11150()	Plasma_Membrane	s
BSU39440-MONOMER	Plasma_Membrane	BSU39440()	Plasma_Membrane	s
BSU32580-MONOMER	Plasma_Membrane	BSU32580()	Plasma_Membrane	s
BSU23130-MONOMER	Plasma_Membrane	BSU23130()	Plasma_Membrane	s
BSU24710-MONOMER	Plasma_Membrane	BSU24710()	Plasma_Membrane	s
BSU06310-MONOMER	Plasma_Membrane	BSU06310()	Plasma_Membrane	s
BSU32030-MONOMER	Plasma_Membrane	BSU32030()	Plasma_Membrane	s
BSU35620-MONOMER	Cell_Wall	BSU35620()	Cell_Wall	s
BSU10009-MONOMER	Plasma_Membrane	BSU10009()	Plasma_Membrane	s
BSU14490-MONOMER	Plasma_Membrane	BSU14490()	Plasma_Membrane	s
BSU08425-MONOMER	Plasma_Membrane	BSU08425()	Plasma_Membrane	s
BSU28180-MONOMER	Plasma_Membrane	BSU28180()	Plasma_Membrane	s
BSU06160-MONOMER	Plasma_Membrane	BSU06160()	Plasma_Membrane	s
BSU31860-MONOMER	Plasma_Membrane	BSU31860()	Plasma_Membrane	s
BSU09860-MONOMER	Plasma_Membrane	BSU09860()	Plasma_Membrane	s
BSU03730-MONOMER	Plasma_Membrane	BSU03730()	Plasma_Membrane	s
BSU32430-MONOMER	Plasma_Membrane	BSU32430()	Plasma_Membrane	s
BSU14330-MONOMER	Plasma_Membrane	BSU14330()	Plasma_Membrane	s
